Statement_id,Title,Category,Technology_Bucket,Datasetfile,Description,Department,Organisation
SIH1661,Implement Software Solutions to Reduce Student Dropout Rates at Various Educational Stages,Software,Smart Education,NULL,"Background: Student dropout rates in India are influenced by socio-economic and educational factors, affecting marginalized communities the most. Addressing dropout rates is essential for equitable education and socio-economic development. The National Education Policy (NEP) 2020 emphasizes the importance of reducing dropout rates and ensuring quality education up to at least the secondary level. Description: This solution focuses on creating software tools to address and reduce dropout rates. The tools will help identify at-risk students, provide personalized support, and engage communities. By leveraging technology, the aim is to improve student retention, align with NEP 2020’s goals, and support a holistic approach to education. Innovative Software Solutions: a) AI-Driven Early Warning System: o Description: Develop an AI-powered software platform that analyzes student data (attendance, grades, behaviour) to predict which students are at risk of dropping out. The system will provide alerts to educators and administrators, enabling timely interventions. o Features: Predictive analytics, real-time alerts, data visualization, and intervention recommendations. b) Community Learning Hub Platform: o Description: Create an online platform that supports community learning hubs in rural and underserved areas. This platform will offer digital resources, tutoring sessions, and virtual mentoring, providing additional educational support to students. o Features: Online classes, resource library, virtual tutoring, and community forums. c) Mobile Learning Application: o Description: Develop a mobile application that delivers personalized learning experiences, including interactive lessons, quizzes, and educational games. The app will provide resources for students who have limited access to traditional education. o Features: Interactive content, offline access, progress tracking, and personalized learning paths. d) Financial Support Management System: o Description: Build a software system to manage scholarship and financial aid applications. The platform will streamline the application process, track disbursements, and provide information on available financial support to reduce economic barriers. o Features: Application tracking, financial aid management, eligibility assessment, and reporting tools. e) Parental Engagement Portal: o Description: Develop a web-based portal to engage and educate parents about their child's education. The portal will include resources on supporting learning at home, tracking student progress, and receiving updates from teachers. o Features: Parent-teacher communication, educational resources, progress reports, and event notifications. f) Flexible Schooling Management System: o Description: Create a software system to manage flexible schooling options, such as evening classes and part-time programs. The system will allow students to enrol, track their progress, and manage their schedules. o Features: Enrolment management, schedule tracking, progress monitoring, and integration with existing school systems. g) Student Support and Engagement App: o Description: Develop an app that provides personalized support and engagement for students at risk of dropping out. Features will include counselling support, motivational content, and tools for setting and tracking academic goals. o Features: Counselling resources, goal-setting tools, motivational content, and engagement tracking. By implementing these software solutions, the goal is to reduce dropout rates significantly by addressing the key factors that contribute to student attrition. These solutions are designed to align with the NEP 2020’s objective of ensuring universal access to education and improving student retention.","Samagra Shiksha Abhiyan, Department of School Education & Literacy (DoSEL)",Ministry of Education
SIH1664,Develop Software Solutions to Enhance Educational Infrastructure and Connectivity in Rural Areas,Software,Miscellaneous,NULL,"Background: Rural areas in India often suffer from inadequate educational infrastructure, limited connectivity, and insufficient access to quality educational resources. This hampers the ability of students in these areas to receive a comprehensive education. Leveraging software solutions can help bridge these gaps by providing remote learning opportunities, optimizing resource management, and improving connectivity. Description: The goal is to create and implement software solutions that address the challenges faced by educational institutions in rural areas. This involves developing tools for remote learning, resource management, and connectivity enhancement. Strategies will focus on creating software that can facilitate virtual classrooms, manage educational resources efficiently, and provide support for infrastructure planning and development. Innovative Solutions: a) Virtual Classroom Platforms: o Develop cloud-based virtual classroom software that supports live streaming of lessons, interactive tools for student engagement, and recording capabilities for on-demand access. This solution can help overcome the lack of physical infrastructure by bringing quality education directly to students in remote areas. b) Educational Resource Management Systems: o Create software to manage and track educational resources such as textbooks, digital content, and teaching aids. This system can help schools inventory and distribute resources effectively, ensuring that materials are available where needed and reducing wastage. c) Internet Connectivity Optimization Tools: o Develop software that can optimize and monitor internet connectivity in rural areas. Tools can include bandwidth management systems, connectivity diagnostics, and network optimization software to ensure stable and reliable internet access for educational purposes. d) E-Learning Content Creation Platforms: o Build platforms for creating and distributing e-learning content tailored to the curriculum and local needs. These platforms can support multimedia content, quizzes, and interactive modules, providing a rich learning experience even in areas with limited physical infrastructure. e) Mobile Learning Apps: o Develop mobile apps that offer offline access to educational content, interactive lessons, and quizzes. These apps can be designed to work in low-bandwidth environments and provide essential learning tools to students who may not have consistent internet access. f) Data Analytics for Infrastructure Planning: o Implement software solutions for data analytics to assist in planning and developing educational infrastructure. This can include tools for analyzing data on student demographics, resource needs, and infrastructure gaps, helping policymakers and educational planners make informed decisions. By developing and implementing these software solutions, we aim to significantly improve educational infrastructure and connectivity in rural areas, enhancing learning opportunities and educational outcomes for students.","Samagra Shiksha Abhiyan, Department of School Education & Literacy (DoSEL)",Ministry of Education
SIH1666,Develop Effective Career Counselling and Guidance Programs in Schools to Enhance Student Career Choices,Software,Smart Education,NULL,"Background: A lack of adequate career counselling and guidance in schools contributes to poor career choices among students, leading to mismatched skills, job dissatisfaction, and unemployment. In India, many students and their families are unaware of the diverse career opportunities available, often leading to choices based on limited information or societal pressure. Effective career counselling and guidance are essential for helping students make informed decisions about their futures and aligning their education with their career aspirations. The National Education Policy (NEP) 2020 emphasizes the need for holistic education, which includes providing students with the guidance necessary to make informed career choices. Description: The proposed solution focuses on implementing comprehensive career counselling and guidance programs in schools. This includes training career counsellors, developing resources and tools for career exploration, and integrating career guidance into the school curriculum. Programs should provide personalized counselling sessions, workshops, and access to information on various career paths and educational requirements. Additionally, leveraging technology to create interactive platforms for career exploration can enhance student engagement and awareness. These initiatives align with NEP 2020's vision of equipping students with the knowledge and skills to pursue their career aspirations. Innovative Solutions: a) AI-Powered Career Guidance Platforms: Develop AI-driven platforms that provide personalized career advice based on students' interests, strengths, and market trends. b) Career Mentorship Programs: Establish mentorship programs where students can receive guidance and support from professionals in their fields of interest. c) Interactive Career Exploration Tools: Create digital tools and apps that allow students to explore different careers through virtual simulations, videos, and interactive content. d) Comprehensive Career Resource Portals: Develop online portals with extensive resources on career options, required skills, educational pathways, and job market trends. By implementing these innovative solutions, we aim to improve career counselling and guidance in schools, helping students make informed career choices that align with their interests and the demands of the job market. This approach supports NEP 2020's goal of providing holistic and relevant education to all students.","Samagra Shiksha Abhiyan, Department of School Education & Literacy (DoSEL)",Ministry of Education
SIH1667,Integrate Industry-Relevant Vocational Training into Elementary and Secondary Education Curriculum,Software,Smart Education,NULL,"Background: India has a tremendous opportunity to harness the potential of its youth by addressing the skills gap between education and industry requirements. While vocational education programs exist, they are often undervalued compared to traditional academic paths and need enhancement to provide students with the skills demanded by today’s job market. Strengthening vocational education is essential for creating a skilled workforce that aligns with industry needs and supports sustainable economic growth. The National Education Policy (NEP) 2020 emphasizes the importance of vocational education and aims to integrate it into the mainstream education system to prepare students for various career paths. Description: The goal is to transform vocational education into a core component of the elementary and secondary education system, as envisioned in NEP 2020. By collaborating with industry experts, we can design a curriculum that is modern and industry-relevant. Investments in infrastructure will ensure schools have the necessary tools and facilities for effective training. Specialized training programs for educators will enhance the quality of vocational teaching. Partnerships with industries will offer students valuable real-world experience through internships and apprenticeships. Awareness campaigns will shift perceptions, highlighting vocational education as a respected and viable career path. Innovative Solutions: a) Virtual Reality (VR) Training Modules: Develop VR-based training modules to simulate real-world scenarios and provide hands-on experience in a virtual environment. b) AI-Powered Career Guidance: Implement AI tools to offer personalized career guidance and skill development pathways for students based on their strengths and industry trends. c) Digital Skill Badges: Introduce digital badges and certifications that students can earn upon completing various vocational training modules, making their skills easily verifiable by employers. d) Mobile Training Labs: Deploy mobile vocational training labs to reach remote and underserved areas, providing practical training and education on the go. e) Online Apprenticeship Platforms: Create online platforms that connect students with apprenticeship opportunities, facilitating easier access to industry partnerships and hands-on experience. By leveraging these innovative solutions, we can enhance vocational education and ensure that students are well-prepared to enter the workforce, thus contributing to India's economic growth and development. NEP 2020’s emphasis on vocational education integration will be a guiding framework for these efforts, ensuring alignment with national educational goals.","Samagra Shiksha Abhiyan, Department of School Education & Literacy (DoSEL)",Ministry of Education
SIH1668,"Creating an application to identify the presence of government issued personally identifiable information (PII) embedded in documents and data, inadvertently or otherwise.",Software,Blockchain & Cybersecurity,NULL,"Background: In today’s digital age, a wide variety of services and processes take place online. Users of these digital facilities are required to upload government-issued containing documents or provide data for successfully availing the services. However, the uploaded documents or data which are required to facilitate these digital services and processes contain personally identifiable information (PII), i.e. any data that can be used to identify an individual uniquely. These documents can be like Aadhaar card, PAN, Credit Card, Driving License etc and can include data like names, address, phone number, email address, and financial information, among others of the user. The handling of PII is crucial as its exposure can lead to privacy breaches, identity theft, and financial fraud among other cyber related issues. Detailed Description: The above problem statement envisages that an application be developed to identify whether PII, in the form of government-issued documents such as Aadhaar, Driving license, MHA-issued ID Cards, etc. is embedded in the uploaded document or provided data. Notable, the PII may be included inadvertently as well. PII, by its nature, is sensitive data, and its exposure must be protected against in order to safeguard users’ privacy. Entities and organizations handling documents or data containing users’ PII must be mindful of the complex challenges that arise with it – they have to balance data storage, encryption, access controls, data retention policies, data management processes with users’ knowledge and consent, notification of breaches by users, grievance redressal, etc. Such an application will aid in alerting individual users to verify whether it is necessary to upload or provide PII-containing document. Simultaneously, it will allow the personal data processing entity to check whether such PII document or data is required, and in case not necessary, help in removing, redacting or masking the PII document or data from the uploaded or provided document or alerting the individual user regarding the same. This application would be useful for the purposes of data protection compliance, risk mitigation, enhanced security, improved data quality, operational efficiency, and legal and regulatory compliance. Expected Solution: A software application or library package to detect and alert users when there is personally identifiable information (PII) related to identified government-issued identification documents (Aadhaar card, PAN, Driving License to start with) embedded in the uploaded documents or providing data, while uploading or reviewing. In addition, the software application may be placed in public domain and shall allow the receiver of the document in removing, redacting or masking the PII from the document and data, if required.",Cyber Law and Data Governance Division,Ministry of Electronics and Information Technology
SIH1669,Transformo Docs Application: Empowering Machine-Readable Document Management System.,Software,Smart Automation,NULL,"Background: In today's digital age, the ability to efficiently manage documents is crucial for organizations. However, a significant challenge arises when dealing with non-machine-readable documents such as PDFs or Word documents. These formats hinder automation and make it difficult to extract meaningful insights from the data they contain. Therefore, there is a pressing need for a solution that can both restrict the ingestion of non-machine-readable documents and facilitate the creation of machine-readable documents seamlessly. Description: The above problem statement envisages: 1. To develop an application that can restrict software applications from ingesting any non-machine-readable document format such as PDFs, DOCs, or any other document types. 2. To create a mechanism within the application to generate machine-readable documents automatically whenever a new document is created, regardless of its source - scanned, generated through a software application, or otherwise. Expected Solution: The TransformoDocs application aims to address the challenges associated with managing non-machine-readable documents by developing a comprehensive document transformation application. It will help in realizing the benefits of search-ability, artificial intelligence, accessibility to persons with disability, machine translation and access to data across applications and data exchanges. This application may offer efficient data extraction, standardized processing, workflow automation, data quality improvement, scalability, integration with external systems, advanced analytics, and compliance with regulatory requirements ultimately unlocking the value of their data.",National Informatics Centre,Ministry of Electronics and Information Technology
SIH1670,Develop a functional solution that incorporates the security of the ML model.,Software,Smart Automation,NULL,"1. Background. UIDAI is exploring possibilities to enable Face authentication on the desktop in a browser context. The proposed architecture to provide Face Authentication in the browser context,requires AI on the edge to perform liveness check of the face being captured by the webcam or connected camera. UIDAI is considering the injection of ML model by using an appropriate binary code delivery mechanism. The security of these models is important for transaction integrity and therefore seeking an innovative solution that will protect the model from any tampering and reverse engineering. 2. Problem Description. As part of the challenge, participating teams to demonstrate model security in a browser context by using either obfuscation or cryptography. Models are typically 5~7Mb in size and structured as flatbuffers. These models would be downloaded, when for the first time accessed on a desktop and then cached in the browser context. For subsequent face authentication transactions, a cached model would be preferred, unless otherwise the model has changed or updated. To solve the above problem statement, teams are free to choose either ONNX web runtime or Tensor.js or any other innovative model to distribute the model in the browser context. The proposed solution must meet the following functional objectives. 1 Model Security. The solution must provide a mechanism to protect the model from any reverse engineering or tampering. 2 Model Size Optimisation. The solution must not significantly increase the size of the model post-implementation of security frameworks. Models are expected to be downloaded in 3G/4G/5G wireless networks and hence any increase in size may lead to deteriorated user experience. 3 The solution must feature backend components to prepare the ML model either using obfuscation or cryptography. The backend activity can be a one-time task during the release of the ML models or a just-in-time approach. In the just-in-time approach, the model would be obfuscated or encrypted before being downloaded to the end user’s desktop. 3. Expected Solution. The expected outcome of this project is a functional solution that incorporates the security of the ML model at the edge. The backend for the proposed solution system must be designed to handle the high volume of transactions that is expected for any population-scale solutions.",Unique Identification Authority of India,Ministry of Electronics and Information Technology
SIH1671,Develop a functional solution that demonstrates the face liveness detection,Software,Smart Automation,NULL,"1. Background. UIDAI is building a browser-based face authentication platform, which will enable the aadhaar number holders to start and end the face authentication on the same device i.e desktop, mobile or tab. One of the key drivers for the success of the solution is face liveness detection in the browser context. This challenge seeks an innovative approach to implement face liveness using ML models which can be used in all forms of interfaces. 2. Problem Description. As part of the challenge, participating teams to develop passive or active liveness detection models that can be used in the browser context to prevent the use of photo-of-photo, video or any form of face spoofing mechanism. Teams may opt for passive - which would the use environment to detect the liveness of the actor or active - which engages the aadhaar number holder for some “action” to detect the liveness. The proposed solution must meet the following functional objectives. 3. The proposed solution must meet the following objectives. 3.1 Feature Requirement. Liveness detection of the Actor in the edge. Liveness detection to happen in the browser (Chrome/Firefox/Edge context using ONNX or Tensor.js framework. 3.2 Model Inference Time. Liveness detection should be completed within 500ms for enhanced user experience. 3.3 Mode. The model may use active or passive or a combination of both to detect the liveness of the actor. 3.4 Model Size. The liveness model must not be more than 5Mb, so that it can be downloaded in the narrow bandwidth (3G/4G/5G) network without impacting the page load timing. 4. Expected Solution. The expected outcome of this project is a functionalsolution that demonstrates the face liveness detection in the edge.",Unique Identification Authority of India,Ministry of Electronics and Information Technology
SIH1672,Develop a ML Model based solution to refine CAPTCHA.,Software,Smart Automation,NULL,"1. Background. UIDAI has multiple portals on the Internetfor resident engagement and back office operations. These portals are protected with CAPTCHA for denial of service- related attacks. UIDAI believes that CAPTCHA is a barrier to smooth resident engagement with the aadhaar portals and therefore intends to remove it soon. Instead of active CAPTCHA, UIDAI is looking for a passive solution that can differentiate between a bot and a human operator. 2. Problem Description. As part of the challenge, participating teams to develop a solution, mostly following a passive approach through collection of environmental parameters and using AI/ML to analyze it in the backend to differentiate between bot and human-being. The passive solution may capture environmental details through the browser context and analyze the same with the help of ML models deployed in the backend. This solution, once accepted would be used by the UIDAI to protect all backend APIs from DoS/DDoS based vulnerabilities. The solution must meet the following requirements:- 3. The proposed solution must meet the following objectives. 3.1 Feature Requirements. The solution must define the list of environmental parameters that need to be captured to differentiate between a bot and a human being. If passive parameter analysis is unable to differentiate, then the user may be asked to do a few minimal interactions with the portal. User experience is important to UIDAI and hence human interaction is to be limited. 3.2 Frontend code to capture environmental or human interaction data must be compliant with the javascript framework. Participating teams may choose to use any framework like React/TypeScript/Flutter to demonstrate the solution. 3.3 As part of the solution, the required backend ML model to analyze the front- end capture of environment parameters or human interaction data must be developed to demonstrate the solution. The ML model must be pluggable so that it can be integrated with the UIDAI application stack to protect the APIs. 3.4 The solution must adhere to the core privacy policies of UIDAI. 5. Expected Solution. The solution must be complete with both frontend and backend design, corresponding code and ML model to demonstrate the solution.",Unique Identification Authority of India,Ministry of Electronics and Information Technology
SIH1673,Farmers Disease Diagnostic/Reporting Portal - Mobile Portal Al Based,Software,"Agriculture, FoodTech & Rural Development",NULL,"Background- Agricultural productivity and food security are heavily dependent on the health of crops and livestock. Farmers, especially in remote or resource-limited areas, often face challenges in diagnosing and reporting diseases that affect their livestock and crops. Early diagnosis and timely reporting are crucial for effective disease management and prevention of widespread outbreaks. Description - A mobile portal powered by Artificial lntelligence (Al) for disease diagnosis and reporting can revolutionize how farmers manage animal and plant health. This portal enables farmers to use their smartphones to access diagnostic tools, report symptoms, and receive actionable advice. Al algorithms can analyze reported data to provide accurate diagnoses and suggest appropriate treatments or interventions. This technology can empower farmers with the knowledge and tools to manage diseases more effectively, ensuring the health and productivity of their farms. lntegrate Al-based software with existing NDLM to allow farmers to submit images and descriptions of disease signs and symptoms. The Al will generate suspected disease/condition reports with preventive measures and send alerts to veterinarians for appropriate action (Al-based software, Mobile application). Expected Outcomes . Enhanced Disease Diagnosis: . Timely Reporting and lntervention: . lncreased Access to Expert Knowledge: . lmproved Farm Productivity. Data Collection and Analysis: Cost-Effective DiseaseManagement: Empowerment and Education of Farmers: lntegration with Existing Surveillance Systems . Community Engagement and Support: Sustainable Agriculture Practices",Department of Animal Husbandry and Dairying,"Ministry of Fisheries, Animal Husbandry and Dairying"
SIH1674,"Software solutions to identify users behind Telegram, WhatsApp and Instagram based drug trafficking.",Software,Blockchain & Cybersecurity,NULL,"Background: Use of encrypted messaging/social media apps like Telegram, WhatsApp and Instagram for drug trafficking are on the rise. Channels operating on Telegram and WhatsApp and Instagram handles are blatantly being misused by drug traffickers for offering various narcotic drugs and Psychotropic substances for sale. Description: WhatsApp and Telegram channels and Instagram handles are created by drug traffickers to offer various drugs for sale to their subscribers. Customized Telegram bots are also created by some of the drug traffickers to sell drugs. It is most worrisome that majority of the drugs which are being offered on sale through Telegram, WhatsApp and Instagram are dangerous synthetic drugs like MDMA, LSD, Mephedrone etc. The above three apps are also used by drug traffickers for drug communication. Expected Solution: Development of a software solution to identify live Telegram and WhatsApp channels/bots and Instagram handles that are offering drugs for sale in India. Solution also should focus on triangulating identifiable parameters like IP address, mobile number, email id etc of the users behind the channel/bot/handle.",Narcotics Control Bureau (NCB),Narcotics Control Bureau (NCB)
SIH1675,Software solution to identify the end receiver of a cryptocurrency transaction,Software,Blockchain & Cybersecurity,NULL,"Background: Use of cryptocurrencies like bitcoin, USDT, Monero etc. for drug trafficking activities are increasingly becoming common. The relative anonymity and speed provided by cryptocurrencies are misused by drug traffickers as a mode of transaction for drug sales and also as an asset to amass the proceeds of crime. Description: Drug traffickers operating on darknet and elsewhere on internet enabled platforms like social media apps, messaging services etc receive the value of drugs through cryptocurrencies. In a few cases, the drug traffickers save their proceeds of crime in cryptocurrencies. During the course of investigations and also through intelligence, wallet addresses and transactions hash related to drug transactions are obtained by Drug Law Enforcement Agencies, Further, it has also been observed that these finds are often passed through variety of services like tumblers, mixers, bridges etc to further anonymize the transactions. It is important to follow the trial of funds associated with drug transactions to identify the real persons behind the drug trafficking network. Expected Solution: Development of a software solution to follow the cryptocurrency transaction trial associated with a wallet id/transaction to find out the real receiver of the funds in a drug related transaction.",Narcotics Control Bureau (NCB),Narcotics Control Bureau (NCB)
SIH1676,Web-scrapping tool to be developed to search and report Critical and High Severity Vulnerabilities of OEM equipment (IT and OT) published at respective OEM websites and other relevant web platforms.,Software,Blockchain & Cybersecurity,NULL,"Background: Critical Sector organisations uses a number of IT and OT equipment (e.g. Networking and hardware device, Operating Systems, Applications, Firmware etc.). These devices/application come with vulnerabilities from time to time. There should be timely information sharing mechanism by which the concerned equipment users at critical sector orgs should be altered regarding any critical / high severity vulnerabilities in their equipment within the shortest possible time. Detailed description: The ICT components (HW/SW) being used by Critical Sector Organisations become vulnerable from time to time. These vulnerabilities can be categorised as Critical, High, Medium and Low. Any exploitation of these vulnerabilities can cause havoc in multiple Critical Sector Organisations where such vulnerable equipment are being used. Keeping in view of the above, there is a need to monitor all such vulnerability information published at the equipment’s OEM websites and also other relevant websites. Once a critical or high severity vulnerability information is published at OEM website or any other relevant website, the ‘to be developed scrapper’ will immediately take that vulnerability input along with possible mitigating strategy published in the website and send the information to predefined email id(s). Note: The NVD website publishes such OEM vulnerable information. But the same comes with a time lag. It is therefore needed to get such information directly from OEM websites and /or from other relevant websites where such vulnerable information is published almost in real time. Expected Outcome: An automatic script using open source tools to be developed for the OEM vulnerability information scrapping and reporting. Tool should know various vulnerability information published data formats/syntax at OEM websites (both for IT and OT hardware and application) and come up with optimum solution for monitoring and reporting of such vulnerability information. The output of the tool that will be emailed to pre-designated email id(s) is as per following (shared with example; all fields may not be available at the time of reporting): * Product Name: Chrome * Product Version: - NA * OEM name: Google * Severity Level (Critical/High): High * Vulnerability: The N-able PassPortal extension before 3.29.2 for Chrome inserts sensitive information into a log file. * Mitigation Strategy: Install patch from https://me.n-able.com/s/security-advisory/aArHs000000M8CCKA0/cve202347131-passportal-browser-extension-logs-sensitive-data * Published Date: Jan 2024 * Unique ID: CVE-2023-47131",National Technical Research Organisation (NTRO),National Technical Research Organisation (NTRO)
SIH1677,Developing a tool to provide for real time feeds of cyber incident pertaining to Indian Cyber Space.,Software,Blockchain & Cybersecurity,NULL,"Background: NCIIPC shares detail of cyber incidents to corresponding stakeholders in order to inform them about cyber activities related to their IT/OT infrastructure. This empowers them to take necessary actions to mitigate further risk. Description: In order to achieve objective of protecting Critical Information Infrastructure (CIIs) of the Nation, it is very vital to have real time information related to cyber threats and incidents specific to Indian Cyber space. This may enhance the Threat Assessment potential based on the incidents that have already happened or the ones that currently exists. Therefore, a framework to crawl/scrap/collect the cyber incident activities reported anywhere on the web related to Indian cyber space is required to be developed. Expected Solution: 1. Using Machine Learning, find platforms that publish or works as intermediate platform for sharing cyber incident activities related to cyber incidents. 2. Design a model framework for the cyber incidents feed generator which collects data from various forums, paste sites, social media, developer or any other platforms as identified by Machine learning model generated in accordance to point 1 above. 3. Creation of well-structured database of cyber incidents extracted by framework developed in accordance with point 2 above. 4. Generation of valuable insights from the data collected and its visual representation of cyber incidents specific to sectors, APTs and strategic issues. Note: Students are encouraged not to use paid APIs for solving the problem.",National Technical Research Organisation (NTRO),National Technical Research Organisation (NTRO)
SIH1678,RE-DACT,Software,Blockchain & Cybersecurity,NULL,"Background: Easy to use and secure redaction tool “RE-DACT” which allows redaction/masking/anonymization on various input formats based on a gradational scale defined by the user and providing customized output. Over a time, model will learn and have the ability to generate realistic synthetic data in any sought format. Description: The proposed solution is a natural language processing (machine learning) based redaction tool. The tool will redact or obfuscate from original data leaving the output structurally/logically the same but stripped of key identifiers and other content which may in any way allow the identity, actual data, markers or issues in the input content to be revealed. The correlational logic may be appropriately obfuscated based on the degree of redaction. This will have an easy to use GUI and will be available for use on online and offline systems. The degree of the redaction will be up to the user- the higher the degree set by the user, the more the degree of redaction. This will work with all different commonly used formats for text and data sets. Security of data will be assured by ensuring that the input data is not stored or retrievable in any fashion by third party entities. User will have complete control over the input data. It is also an important aspect that sometimes data may be required to be stored or submitted, however specific sensitive details may not necessarily be required. In such a situation- anonymized data authenticated as having being redacted from original would suffice. Declassification processes are long and arduous; anonymization is largely manual or custom script driven. By providing a gradational redaction option, ordinary users can strip away the specificity to the extent of liking-from merely name removal/anonymization to completely synthetic data with only faint traces of original structure/pattern. This can allow generation of large number of databases with realistic but anonymized data that can be shared for learning, growth and commercial ventures. Expected Solution: Problem Statement: Easy to use and secure redaction tool “RE-DACT” which allows redaction/masking/anonymization on various input formats based on a gradational scale defined by the user and providing customized output. Over a time, model will learn and have the ability to generate realistic synthetic data in any sought format. Stage 1 Data: Curate and use own data set for building PoC Task/Result: Input/Output: Supports common input formats (text files, images) and basic output formats (redacted files, logs). Web based version Training Dataset: Publicly available dataset can be used for the purpose. Metrics: Precision, Recall, F1 Score on Open Source Testing dataset. Stage 2 Data: Dataset will be provided in Grand Finale Task/Result: Input/Output: Expands to handle more data formats (e.g., PDFs, videos) and advanced output options (e.g., redacted versions with annotations). Training Dataset: Diverse data set prepared from commonly used formats Metrics: Precision, Recall, F1 Score on Open Source Testing dataset. Performance/Evaluation Criteria: • PoC will be preferred over just concept or presentation. The performance may be ascertained on the following metrics: • Efficacy of the redaction/anonymization- whether appropriate data has been redacted • Gradational effect achieved based on user preference and ability to calibrate. • Ability to work on a variety of input sources • Security of the input data by minimal retention • Speed • Optimized computing usage and ability to operate at scale. • Ease of use, UI, UX. • Performance benchmarked against COTS solutions. • Web Based and Offline solution. • Minimal API dependency • Use of Secure Coding Practices and cybersecurity built in design",National Technical Research Organisation (NTRO),National Technical Research Organisation (NTRO)
SIH1679,Development of Audit script for Windows 11 and Linux OS as per CIS (Centre for Internet Security) bench mark,Software,Blockchain & Cybersecurity,NULL,"Background: Organisations across various industries face significant challenges in maintaining robust cyber security posture. Compliance with industry standard bench marks and guidelines, such as those provided by Center for Internet Security (CIS), is crucial for ensuring the security and integrity of their IT Infrastructure. However, manually auditing and ensuring adherence to these benchmarks and guidelines can be time- consuming, error prone, and resource intensive. Current practises often involve manual checks. To address these challenges, there is a critical need to develop automated auditing scripts tailored to CIS benchmarks. Detailed description: This software solution aimed to list out the control guidelines as per CIS benchmark for the following operating systems: - Windows (Reference www.cisecurity.org/benchmark/Microsoft_winodws_desktop) i. Windows 11 (Enterprise version) ii. Windows 11 (Standalone version) Linux (Reference:www.cisecurity.org/benchmark/red_hat_linux, www.cisecurity.org/benchmark/ubuntu_linux) i. Redhat Enterprise (8 and 9) ii. Ubuntu desktop (20.04 LTS, 22.04 LTS) iii. Ubuntu server (12.04LTS and 14.04 LTS) Preferable scripting language (PowerShell for Windows, bash/python for Linux). Expected solution: i. A user-friendly GUI based solution with capability to generate a report of findings. ii. Should be customizable as per organizational needs and scale to audit large and diverse IT environments effectively. iii. Scripts should be reliable and accurate in identifying the deviations from iv. best practices outlined in CIS benchmarks. v. Should facilitate easy update and maintenance to accommodate changes in benchmarks over time.",National Technical Research Organisation (NTRO),National Technical Research Organisation (NTRO)
SIH1680,Few Shot Language Agnostic Key Word Spotting system (FSLAKWS) for audio files.,Software,Smart Automation,NULL,"Description: The problem statement envisages development of Few Shot Language Agnostic Key Word Spotting system (FSLAKWS) system which would be able to localize and classify the presence of keywords of Interest in a variable duration audio file. The system to be able to function at high performance when very few (Few Shot) examples per keyword are given for training. The key features of the system would be as mentioned below: - (a) The system should be language agnostic (b) The system should be able to handle audio files at various sample rates (8k-48k). (c) The system should be able to upgrade to additional keywords. Performance Criteria: For creating a system with Few Shot capabilities, the participants may need to do pre-training of their model on a large corpus. This corpus should be obtained by the participants themselves. We will provide few examples per keyword at the training time during the conduct of the hackathon. The participants will be judged on a separate test set having the same keywords as the train set. The performance would be ascertained on the following: (a) Metric (b) Latency and throughput of the responses. (c) Smaller model size.",National Technical Research Organisation (NTRO),National Technical Research Organisation (NTRO)
SIH1681,Identification of algorithm from the given dataset using AI/ML Techniques.,Software,Blockchain & Cybersecurity,https://organiser-sih-2024.github.io/dataset/,"Background: There are large number of cryptographic algorithms available for ensuring data confidentiality and integrity in secure communication. Identification of the algorithm is a research activity that leads to better understanding of the weakness in its implementation, in order to make the algorithm more robust and secure. Description: The above Problem Statement envisages that approach(s) be developed using AI/ML techniques for identification of the cryptographic algorithm by analyzing given data. The provided datasets are generated using modern cryptographic algorithms. The algorithm is expected to be identified by using a combination of AI/ML and innovative approaches. The successful approaches may also be automated by developing a software solution which takes the given dataset as input and gives probable cryptographic algorithms as output. Expected Solution: Logical approach be developed to successfully identify the algorithm for the given dataset. The approaches should either be implemented in software form or should be feasible to be developed as a software.",National Technical Research Organisation (NTRO),National Technical Research Organisation (NTRO)
